ID	Text	Label
507	نموداری که نشان می دهد خشونت و جنگ چه نسبت مستقیمی دارد با سرانه درآمد. جنگ از تعمیق نابرابری و فقر و تبعیض می آید، نه از تنوع قومی و مذهبی. تلاش برای برقراری عدالت و رفع فقر صلح طلبی واقعی است نه مدارا با فرآیندی که باعث تعمیق فقر می شود. #صلح_طلبی_واقعی	[0. 0. 0. 0. 0. 0. 1.]
508	نشد من یه بار ناراحت بخوابم فرداش سرما نخورم:|| گلو درد بدجور...	[0. 1. 0. 0. 0. 0. 0.]
509	عجب سرعتی داره موقع انتقال داده مثلا فیلم پر حجم	[0. 0. 0. 0. 1. 0. 0.]
510	عجب زذی توی خال جواب این مردک همین بود	[1. 0. 0. 0. 0. 0. 0.]
511	شنبه فارغ از هر نتیجهای استادیوم میرم تا بعد از بازی مثل آخرین بازی فصل ۹۴-۹۵ خود پرسپولیس رو تشویق کنم برای قدردانی از پرسپولیسی که با دست بسته و پنجره بسته خوب نه اما عالی نتیجه گرفت میرم که قدردان بازیکنای با غیرتمون و مربی با دانشمون باشم برای عظمت پرسپولیس میرم #میجنگیم	[1. 0. 0. 0. 0. 0. 0.]
512	بیشعورها پُر از خشم اند. اعتقاد دارند خشم بهترین ابزار برای پیشبرد اهدافشان است.	[0. 0. 1. 0. 0. 0. 0.]
513	روزی که با کسی در ارتباط نیستم، آرامش اعصاب دارم در عین حال گاهی دلم میخواد با یکی صحبت کنم ولی به نصف حرفم نرسیده باز گند میخوره تو اعصابم	[0. 0. 1. 0. 0. 0. 0.]
514	دابسمشهای آهنگ ادل رو جمعیت همونقدر یخ و بینمکه که دابسمش من باختم بدم بختم نقی معمولی	[0. 0. 0. 0. 0. 1. 0.]
515	مردك احمق بي سواد ابلح متاسف هستم برأي خودم كه به عنوان نماينده مردم در دنيا سخن ميگويي و چهره مردم ايران را در دنيا خراب ميكني	[0. 0. 1. 0. 0. 0. 0.]
516	يكيم هست تو تايملاين هروقت توييتاشو ميخونم اعصابم خورد ميشه ولي بازم اصرار دارم هر دفعه برم توييتاشو بخونم!! نميذونم چه مرضيه!!:///	[0. 0. 1. 0. 0. 0. 0.]
517	لعنت بهش ، لعنت به پوشه تلگرام ایمیج ، لعنت به پوشه پیکچر ، لعنت به ویسا لعنت به اسکرین شاتا ، لعنت به من که فقط گند زدن بلدم	[0. 0. 0. 0. 0. 1. 0.]
518	نه تنها لاغر نشدم بلکه سه کیلو هم چاق شدم. شرم بر من	[0. 1. 0. 0. 0. 0. 0.]
519	یکی از دلایلی که باعث شده به شدت از app های hybrid متنفر شم سرعت و performance بسیار پاییونشونه! شاید آمار از پرفرمنس تقریبا خوبشون بگه ولی من هیچ وقت عملکرد خوبی ازشون ندیدم. نمونش هم اپ #Instagram که هیچ وقت رو mobile من درست اجرا نشده!	[0. 0. 0. 0. 0. 1. 0.]
520	جناب آقاي ولي ا... درود برشما. در متن دفاعيات مرحوم خسروگلسرخي،عبارتي است بسيار تكاندهنده ودردناك. مرحوم به هم نسلهاي خوددر آن زمان مينويسد:يادمان باشد به نزديكانمان سفارش كنيم برسنگ قبرمان تاريخ تولد ومرگ حك نشودتاآيندگان ندانندكه بيغيرتان تاريخ ما بوديم. …	[0. 1. 0. 0. 0. 0. 0.]
521	" ""بسیار زیبا و خوشرنگه .  زنده ماندن زآن همه غوغا گمانم خواب شد!! تاخبر آمد که رفتند آن سی و اندی نفراین دود به چشم مسئولان نمی رود آلودگی هوای تبریز #پیمان #پاکمهر #تبریزنیوز #Peyman #Pakmehr #tabriznews"	[0. 1. 0. 0. 0. 0. 0.]
522	رنگبندی اش رو دوست داشتم کامله ولی هنوز استفاده نکردم تا از لحاظ کیفیت نظر بدم	[0. 0. 0. 0. 0. 0. 1.]
523	من هنوز به هدیه رو باز نکرده صدر اسلام میخندم. وحشتناک میخندم.	[1. 0. 0. 0. 0. 0. 0.]
524	درسته گوشت ۱۲۰ و مرغ ۱۵هزار تومانه... درسته قیمت واقعی دلار بیش از ۲۰هزار تومانه... درسته هیچ آینده ای برای فرزندانتون نیست... درسته صداتون دربیاد ، دستگیرتون میکنیم و میکشیمتون... ولی اینها دلیل نمیشه تو ۲۲بهمن شرکت نکنید و به جهانیان نگویید ما با این همه بدبختی خوشحالیم...	[0. 0. 0. 0. 0. 0. 1.]
525	صبح شک داشتم که تولد دوستم امروزه یا فردا ، میخواستم قبل اینکه بیاد دانشگاه چک کنم که پارسال کی تبریک گفتم ، انقدر کار داشتم یادم رفت	[0. 1. 0. 0. 0. 0. 0.]
526	تو کنسرت پازل بند تو یه سری شعرهاشون حرکت رقصی داشتند گفت مربی ایروبیک داربم بلند شد تشویقش کنبم عجب موهایی داشت برگهای همه ریخت	[0. 0. 0. 0. 1. 0. 0.]
527	تو شگفت انگیز ارزش خرید رو داره و به عنوان گوشی دوم میتونه مورد استفاده قرار بگیره وگرنه قیمت الانش خیلی جالب نیست	[0. 0. 0. 0. 0. 0. 1.]
528	ایضا به همراه تمامی مسئولان تحصیلات تکمیلی به دانشجوی ترم 6 ارشد! …	[0. 0. 0. 0. 0. 0. 1.]
529	تنفر بیشتر... بیشتر... خیلی بیشتر... لعنت به من که انقدر حساسم.	[0. 0. 0. 0. 0. 1. 0.]
530	ممنون دوست عزیز...ولی اینجور آدما اصصصلا انقد بی ارزشن ک ارزش جواب دادن هم ندارن خودتونو ناراحت نکنین?	[0. 1. 0. 0. 0. 0. 0.]
531	الان این خنده بود؟	[0. 0. 0. 0. 0. 0. 1.]
532	بابا من یزدیم. توی بازیایی که inventoryت محدوده و باید برای برداشتن یه آیتم حتما یه آیتم بندازی من زجر میکشم. این خشونت رو علیه ما متوقف کنید. :((	[0. 1. 0. 0. 0. 0. 0.]
533	کودکان کورهپزخانههای #محمودآباد #شهرری هر هفته مهمان دنیای شگفتانگیز داستانها میشوند و هر چند کوتاه آرامش و شادی را در زندگی خود تجربه میکنند. #بلندخوانی #کتابخوانی #ترویج_کتابخوانی #کودک_کار	[1. 0. 0. 0. 0. 0. 0.]
534	موفقیت های #دونیت درسال95 تاسیس تیم #ورزش برای #نوجوانان مبلغ موردنیاز:500هزارتومان مبلغ جمع آوری شده:557هزارتومان تعدادحامیان:6 نفر	[0. 0. 0. 0. 0. 0. 1.]
535	"الان وضعیت اعصابم ی جوریه که همین الان در کالبد ی موجودی دربیاد و باهاش برخورد کنم فقط میتونم بهش بگم:""چخه"""	[0. 0. 1. 0. 0. 0. 0.]
536	اولین نشست اجلاس صلح پاریس همزمان با صدومین سالگرد پایان جنگ جهانی اول برگزار شدکه 70کشورجهان شرکت کردند -چرا #ایران که 8تا10میلیون کشته داد دعوت نشد؟!! - #دیپلماسی_عمومی وزارت خارجه ما درواقعه ای که یک سوم جمعیت مارا به کشتن داد،،کجاست؟!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! -عجیبه	[0. 0. 0. 0. 1. 0. 0.]
537	خدا صبری بده به پدر و مادر شون اعصابم خورد شد آخه به چه جرمی	[0. 1. 0. 0. 0. 0. 0.]
538	"محدودیت و حقوق نابرابر زرتشتیان تا پایان حکومت قاجار!! شادروان بهدین ""اردشير خدارحم مرزبان بنشاهی"" از نویسندگان و فرهیختگان جامعه زرتشتی هند(پارسیان) در کتاب خاطرات خود از اوضاع ایران چنین مینویسد:"	[0. 0. 0. 0. 0. 0. 1.]
539	"پیشنهاد ""#حذف_مهریه و #تقسیم_اموال_زوجین بعد از ازدواج"" در مجلس/مسئولان زن مخالف کردند نایب رییس کمیسیون اجتماعی گفت: متاسفانه روزی که این موضوع را در کمیسیون اجتماعی مطرح کردم، چند نفر از زنان مسئول که در این جلسه حضور داشتند، اگرچه با تحصیلات عالی، اما با این موضوع مخالفت کردند"	[0. 1. 0. 0. 0. 0. 0.]
540	این خشم و نفرتی که بین دو گروه اصلاحطلب و برانداز به وجود اومده بیمعنیه. هدف هر دو گروه یه چیزه و اونم دموکراسی و آزادی؛ ولی راهشون فرق میکنه. اگه تحمل همدیگرو نداشته باشیم و بخوایم وقت و انرژیمونو برای کلکل باهم هدر بدیم راهو اشتباه رفتیم.	[0. 0. 0. 0. 0. 0. 1.]
541	همچون مادرهای پر خشم و کینه اینچنین فرزندانی رو تربیت میکنند.هر کجای دنیا این دخالتها رو کسی ببینه تعجب میکنه	[0. 0. 0. 0. 1. 0. 0.]
542	تجربه شکل مدیریت در ۸سال #جنگتحمیلی با وجود آن تحریمهای شدید، نشان میدهد که مشکل امروز کشور غیر از مباحث خارجی، در نحوه مدیریت کردن مسؤولان اجرائیست. جای #میرحسینموسوی خالیست که کشور را با نفت ۷دلاری اداره کرد. اوئی که هم #مردم به او اعتماد داشتند و هم مدیری لایق بود...	[0. 0. 0. 0. 0. 0. 1.]
543	کدام نمایندگان تاکنون از تریبون مجلس نسبت به حصر مهندس کروبی، خانم رهنورد و شیخ مهدی کروبی اعتراض کرده و خواستار پایان آن شدند؟	[0. 0. 0. 0. 0. 0. 1.]
544	ای ملت حواستون کجاس. مگ نمیبینید نوشته ساشه ۱۰ گرمی،ینی یدونه . اگ یه بسته بود مینوشت یک بسته... ولی قیمت همین یدونش خیلی زیاده و بامیلوگرون میده. اگ بامیلو قیمت بستشو خوب بزاره ی بسته کاملشو خریداری میکنیم . ارزش نداره یدونه  رو پست برامون بیاره خنده داره :|	[0. 0. 0. 0. 0. 0. 1.]
545	در سومین روز بر طبق روزشمار #نابودی_اسرائیل برای زدودن تفکر غربی از روند زندگی مسئولان دومین روز تحصنمان را همصدا با مردم خرم اباد بابل رشت همدان زنجان قائمشهر قم کرج فارسان در مسجد جامع امام را اعلام میکنیم. #مسجد_پناه_مردم #حفاظت_ازمنافع_ملت	[0. 0. 0. 0. 0. 0. 1.]
546	برای رسیدن به اهداف عالی در زندگی و اینکه جسم در برابر شوق روح به فعالیت کم نیاره، لحظاتی پیش دمبل سفارش دادم	[0. 0. 0. 0. 0. 0. 1.]
547	عجب فیلمی بود Deliver us from evil بزرگترین فرقش با بقیه فیلمهای این مدلی ۶ مرحله بودن جن گیری بود دوست داشتم :)	[1. 0. 0. 0. 0. 0. 0.]
548	بخند دیوونه کی دیده غم بمونه	[1. 0. 0. 0. 0. 0. 0.]
549	در کنار اون، نمیتونستم جلوی این فکر رو بگیرم که من پدربزرگا و مادربزرگامو تو فاصلهی خیلی کمی قراره از دست بدم...	[0. 1. 0. 0. 0. 0. 0.]
550	دیشب که گفتم کلی پیاده رفتم خیلی همه جا تاریک بود واقعا وحشت کردم تاریکی زمستون خیلی احمقانه و رو مخه	[0. 0. 0. 1. 0. 0. 0.]
551	تنفر از بقیه هم ریشهاش تنفر از خوده. برای هم حتی بذاری بری، باز یکی رو پیدا میکنی که ازش متنفر باشی. برای همین استیون میگه:	[0. 0. 0. 0. 0. 1. 0.]
552	از یه طرف معده ام به شدت ترش کرده از یه طرف دندون کشیدم دهنم پر خونه وباید دندون فشار بدم رو دندون از یه طرفم نمازم مونده تباه شدم .....	[0. 1. 0. 0. 0. 0. 0.]
